id,date,date_added,title,type,link,language,author,keywords,description,other,image,selected_collection
455,2020-04-05,,"CoinJoin Day, trying out Whirlpool",guide,https://www.econoalchemist.com/post/coinjoin-day-trying-out-whirlpool,en,Econoalchemist,"coinjoin, whirpool","April 5th is CoinJoin Day, a day to encourage Bitcoiners to participate in mixing techniques that help them gain privacy & anonymity.",,colosseum.jpg,
456,2020-06-10,,OpenDime features & how to use one,guide,https://www.econoalchemist.com/post/opendime-features-how-to-use-one,en,Econoalchemist,opendime,"OpenDimes are a Bitcoin wallet in a USB stick. They are designed to be used once and physically transfer bitcoin. This article describes some of the OpenDimes coolest features, how they work, and examples of using one.",,bitcoin2.jpg,
457,2020-06-28,,Deriving entropy on ColdCard wallet with BIP85,guide,https://www.econoalchemist.com/post/deriving-entropy-on-coldcard-wallet-with-bip85,en,Econoalchemist,"coldcard,wallet,seed","This article is about BIP85, setting up a @COLDCARDwallet from scratch, & using a primary seed to derive entropy for @bluewalletio & Bitcoin Core",,bitcoin1.jpg,
458,2020-07-03,,Where do seed backups go when they die?,guide,https://www.econoalchemist.com/post/copy-of-where-do-seed-backups-go-when-they-die,en,Econoalchemist,"seed, security","An exploration into the various seed destruction methods on the heavy duty, 2mm, 304 stainless steel @bitcoinbackup from @Coinkite.",,sky-clouds.jpg,
459,2020-07-11,,Fuck Brian,article,https://www.econoalchemist.com/post/fuck-brian,en,Econoalchemist,privacy,My rebuttals to Brian Armstrong's tweet storm where he defends CoinBase's decision to provide chain analysis services to law enforcement agencies.,,mine.jpg,
460,2020-07-18,,"CoinBase, things aren't as they seem",article,https://www.econoalchemist.com/post/coinbase-things-aren-t-as-they-seem,en,Econoalchemist,coinbase,Here's an attempt to highlight what's at stake with Coinbase from my point of view. Call me crazy or paranoid but a company with your personal data & your public data will not resist the temptation to combine them.,,book.jpg,
461,2020-07-21,,Muh xpubs ,article,https://www.econoalchemist.com/post/muh-xpubs,en,Econoalchemist,xpub,"My thoughts regarding the possibility of law enforcement coercing Samourai Wallet into producing user's xpub information. Old memes die hard, think critically for yourself, keep the FUD at bay.",,sunset.jpg,
462,2020-09-17,,"Samourai Wallet + Ronin Dojo, an article on privacy, anonymity, & options",guide,https://www.econoalchemist.com/post/samourai-wallet-ronin-dojo-an-article-on-privacy-anonymity-options,en,Econoalchemist,"wallet, samurai, dojo, privacy","Running Samourai Wallet on your mobile phone and running a Ronin Dojo at home is a powerful, privacy preserving combination that can help users interact with Bitcoin in an anonymous way.",,sunrise.jpg,
463,2020-10-11,,Using BIP85 on ColdCard to derive a fresh wallet & import it to Samourai,guide,https://www.econoalchemist.com/post/using-bip85-on-coldcard-to-derive-a-fresh-wallet-import-it-to-samourai,en,Econoalchemist,"seed, coldcard, wallet","An article on minimizing trust by generating keys offline, compiling an Android app, and using your own node.",,scripture-with-candles.jpg,
464,2020-10-23,,"3D printed Bitcoin grenades & tannerite, an explosive combination",guide,https://www.econoalchemist.com/post/3d-printed-bitcoin-grenades-tannerite-an-explosive-combination,en,Econoalchemist,,"3D printed Bitcoin Grenades from @CryptoCloaks are works of art, we wanted to capture some slow motion footage of them in action, exploding as grenades are meant to do.",,bitcoin-chart.jpg,
465,2020-10-30,,FinCEN & FATF proposed Travel Rule changes ,article,https://www.econoalchemist.com/post/fincen-fatf-purposed-travel-rule-changes,en,Econoalchemist,"fincen, fatf, privacy","From 2020-10-27 through 2020-11-27 FinCEN is accepting comments on the proposed changes to the FATF travel rule. These changes are invasive to individual privacy, burdensome on small businesses, and an overreach of government regulatory authority.",,road.jpg,
466,2020-11-03,,Intrusive surveillance is someone's full time job ,article,https://www.econoalchemist.com/post/intrusive-surveillance-is-someone-s-full-time-job,en,Econoalchemist,"surveillance, censorship, custody","A short article that highlights the growing divide between custodial ""bitcoin"" and self-custody bitcoin. Capturing your information by selling the idea of Bitcoin without delivering the financial freedom or censorship resistance. ",,woman-sitting-mountain.jpg,
467,2020-11-19,,Don't take chances rolling the dice ,guide,https://www.econoalchemist.com/post/don-t-take-chances-rolling-the-dice,en,Econoalchemist,"coldcard,wallet,seed","An article on verifying ColdCard firmware, generating a 24-word seed phrase with dice, verifying the dice rolls, backing up the seed with a 3D printed Blockmit jig, and stress testing the backup.",,colosseum.jpg,
468,2020-12-07,,Putting the who? in Cahoots ,article,https://www.econoalchemist.com/post/putting-the-who-in-cahoots,en,Econoalchemist,"stonewallx2, stowaway",An article on the privacy enhancing StoneWallx2 & Stowaway transactions and the recently deployed Soroban improvements from Samourai Wallet.,,bitcoin2.jpg,
469,2020-12-21,,"Don't fear it, secure it ",guide,https://www.econoalchemist.com/post/don-t-fear-it-secure-it,en,Econoalchemist,"security, seed",An article on securing and recovering a Bitcoin seed phrase with the Hodlr Disks stainless steel backup. If you value permissionless money and the ability to transact without being censored then self-custody and get your bitcoin out of third party control.,,bitcoin1.jpg,
470,2021-01-23,,Securing a Bitcoin seed phrase in stainless-steel washers (abridged),guide,https://www.econoalchemist.com/post/backup,en,Econoalchemist,"security, seed",An article on securing a 24-word seed phrase backup with a 3D printed Blockmit jig and stress testing the backup.  ,,sky-clouds.jpg,
471,2021-01-30,,Home mining for non-KYC Bitcoin ,guide,https://www.econoalchemist.com/post/home-mining-for-non-kyc-bitcoin,en,Econoalchemist,"diy, mining, asic","An article on setting up an ASIC Bitcoin miner at home with the goal of generating a non-KYC stack. Procurement, electrical infrastructure, ventilation requirements, noise treatment, connecting to a pool, and operational costs/rewards will be covered here. Additionally, community questions from Twitter are answered individually at the end. Several additional resources are presented as well.",,mine.jpg,
472,2021-02-22,,"Stowaway, a privacy enhancing tool from Samourai Wallet",guide,https://www.econoalchemist.com/post/stowaway-a-privacy-enhancing-tool-from-samourai-wallet,en,Econoalchemist,"privacy, stowaway","This article explains a privacy enhancing tool called Stowaway. Developed by Samourai Wallet, this type of collaborative Bitcoin transaction obfuscates the true amount being sent on-chain",,book.jpg,
473,2021-03-15,,Bitcoin wallets for beginners - Part I ,guide,https://www.econoalchemist.com/post/bitcoin-wallets-for-beginners-part-i,en,Econoalchemist,"wallet, kyc",This article is Part I of a five part series designed to demonstrate to Bitcoin beginners how to install and use a Bitcoin wallet. This first part of the series covers the importance of self-custody and the dangers of KYC.,,sunset.jpg,
474,2021-03-16,,Bitcoin wallets for beginners - Part II ,guide,https://www.econoalchemist.com/post/bitcoin-wallets-for-beginners-part-ii,en,Econoalchemist,"samurai, wallet","This article is Part II of a five part series designed to demonstrate to Bitcoin beginners how to install, secure, and use a Bitcoin wallet. This part of the series covers installing Samourai Wallet on Android.",,sunrise.jpg,
475,2021-03-17,,Bitcoin wallets for beginners - Part III ,guide,https://www.econoalchemist.com/post/bitcoin-wallets-for-beginners-part-iii,en,Econoalchemist,"wallet, bluewallet",This article is Part III of a five part series designed to demonstrate to Bitcoin beginners how to install and use a Bitcoin wallet. This part of the series covers installing Blue Wallet on iPhone. ,,wallet.jpg,3
476,2021-03-18,,Bitcoin wallets for beginners - Part IV ,guide,https://www.econoalchemist.com/post/bitcoin-wallets-for-beginners-part-iv,en,Econoalchemist,"wallet, sparrow",This article is Part IV of a five part series designed to demonstrate to Bitcoin beginners how to install and use a Bitcoin wallet. This part of the series covers installing Sparrow Wallet on Desktop.,,bitcoin-chart.jpg,
477,2021-03-19,,Bitcoin wallets for beginners - Part V ,guide,https://www.econoalchemist.com/post/bitcoin-wallets-for-beginners-part-v,en,Econoalchemist,"wallet, kyc",This article is Part V of a five part series designed to demonstrate to Bitcoin beginners how to install and use a Bitcoin wallet. This part of the series covers purchasing non-KYC bitcoin for your new Bitcoin wallet.,,road.jpg,
478,2021-03-26,,"STONEWALLx2, a privacy enhancing tool from Samourai Wallet",guide,https://www.econoalchemist.com/post/stonewallx2-a-privacy-enhancing-tool-from-samourai-wallet,en,Econoalchemist,"privacy,stonewallx2","This article explains a privacy enhancing transaction tool called StonewallX2. Developed by Samourai Wallet, this tool can be used to collaborate in cahoots transactions to create decoy outputs. ",,woman-sitting-mountain.jpg,
479,2021-04-08,,Mobile Privacy with a Pixel 4a & CalyxOS ,guide,https://www.econoalchemist.com/post/mobile-privacy-with-a-pixel-4a-calyxos,en,Econoalchemist,"privacy,pixel,calyxos","This is a step-by-step guide on how to privately purchase a Google Pixel 4a mobile phone, flash it with CalyxOS, and use it to guard your privacy while on the go. If you are prepared to give up your current phone number and switch to Android then this guide will show you how to reclaim your privacy while maintaining your mobility. You can also find this article on the @BitcoinMagazine website, here.",,colosseum.jpg,
480,2021-05-28,,"Getting Started With Bitcoin Self-Custody: ColdCard, CypherWheel, & Sparrow",guide,https://www.econoalchemist.com/post/a-beginners-guide-to-coldcard-cypherwheel-sparrow-wallet,en,Econoalchemist,"coldcard,wallet,sparrow,seed","This step by step guide will show you how to setup a fresh ColdCard Wallet, secure the seed phrase with CypherWheel, and make an air-gapped transaction using Sparrow Wallet. ",,bitcoin2.jpg,3
481,2021-06-18,,Build a Self-Custodial Lightning Node with RaspiBlitz,guide,https://www.econoalchemist.com/post/build-a-self-custodial-lightning-node-with-raspiblitz,en,Econoalchemist,"lightning, raspiblitz",This article offers a step-by-step guide to build your own Bitcoin full node and Lightning client running the RaspiBlitz implementation.,,bitcoin1.jpg,
482,,,Raspiblitz: build your Bitcoin and Lightning node,guide,https://github.com/rootzoll/raspiblitz,en,"rootzoll, openoms","node, raspberry, raspiblitz, lightning",The RaspiBlitz is a do-it-yourself Lightning Node based on LND running together with a Bitcoin-Fullnode on a RaspberryPi (1TB SSD) and a nice display for easy setup & monitoring.,,lightning.jpg,3
483,2020-04-04,,Saifedean Ammous on Time Preference,audio,https://anchor.fm/daniel-prince6/episodes/saifedean---Time-Preference-Is-The-Most-Important-Aspect-Of-Economics-That-You-Can-Learn-ecceij,en,Daniel Prince,,Once BITten - Time Preference Is The Most Important Aspect Of Economics That You Can Learn,,puppet.jpg,2
484,2021-06-18,,Jack Mallers on El Salvador's Bitcoin Standard,audio,https://www.whatbitcoindid.com/podcast/el-salvador-the-whole-story,en,Peter McCormack,,What Bitcoin Did - episode #362,,,
485,2021-04-18,,Robert Breedlove on Philosophy of Bitcoin from First Principles,audio,https://lexfridman.com/robert-breedlove/,en,Lex Fridman,,Lex Fridman Podcast - episode #176,,,
486,2021-02-16,,Michael Saylor on Human Action and The Corporate Bitcoin Standard,audio,https://saifedean.com/podcast/34-michael-saylor-on-the-fiat-standard/,en,Saifedean Ammous,,The Bitcoin Standard - episode #34,,,
487,2020-11-24,,Robert Breedlove on Common Misconceptions,audio,https://www.theinvestorspodcast.com/episodes/bf-001-bitcoin-common-misconceptions-w-robert-breedlove/,en,Preston Pysh,,The Investor's Podcast - episode #BTC001,,scripture-with-candles.jpg,2
488,2020-11-13,,Michael Saylor & Jeff Booth on Bitcoin as the Fight Of Our Time,audio,https://anchor.fm/daniel-prince6/episodes/Michael_saylor---Jeffbooth---Bitcoin-Is-The-Fight-Of-Our-Time--87-emeg4s,en,Daniel Prince,,Once BITten - episode #88,,,
489,2020-09-18,,Michael Saylor on a Corporate Bitcoin Standard,audio,https://anchor.fm/thecryptoconomy/episodes/Chat-47---Magic-Gold-with-Michael-Saylor-ejrbld,en,Guy Swann,,Bitcoin Audible - episode #47,,bitcoin-chart.jpg,2
490,2020-08-25,,Robert Breedlove on Bitcoin vs Slave Money,audio,https://stephanlivera.com/episode/204/,en,Stephan Livera,,Stephan Livera Podcast - episode #204,,,
491,2020-08-14,,"Saifedean Ammous & George Gammon on Inflation, Deflation, and The Bitcoin Standard",audio,https://swansignalpodcast.com/episodes/saifedean-ammous-and-george-gammon-e23,en,Brady Swenson,,Swan Signal Podcast - episode #23,,,
